"","YEAR","STCNTY","STATE","COUNTY","C_TOTPOP","C_AREA_SQMI","C_HU","C_HH","C_POV","C_UNEMP","C_PCI","C_NOHSDP","C_MUNIT","C_MOBILE","C_CROWD","C_NOVEH","C_GROUPQ","C_AGE17","C_DISABL","C_SNGPNT","C_MINRTY"
"38",2014,1075," Alabama"," Lamar",14268,604.84601319,7323,6147,3195,591,19094,2237,98,1289,141,403,249,3094,3282,647,1998
"39",2014,1077," Alabama"," Lauderdale",92780,667.69956935,44046,38691,16944,3444,23975,10016,2087,4044,296,2741,2013,19441,14539,3219,13846
"40",2014,1079," Alabama"," Lawrence",33835,690.67767468,15181,13312,5751,1657,21093,5130,152,3514,132,626,226,7585,6928,1142,7936
"41",2014,1081," Alabama"," Lee",147790,607.55165421,64258,56637,33625,6162,24126,10676,8039,11983,990,2999,5446,32480,16950,4849,46396
"42",2014,1083," Alabama"," Limestone",87167,559.93804091,35241,32156,11684,3384,25658,10367,962,4473,613,1310,3954,20572,11090,2628,19317
"43",2014,1085," Alabama"," Lowndes",10918,715.91109828,5111,4287,3165,720,18046,1988,14,1685,131,526,93,2574,2228,608,8164
"44",2014,1087," Alabama"," Macon",20505,608.8848262,10239,8039,4840,1761,17113,2356,267,2203,167,1107,2136,3926,3666,1138,17250
"45",2014,1089," Alabama"," Madison",343229,801.59229813,150712,135409,44895,17171,32307,22776,14245,7599,1980,6885,7843,78996,42199,11696,117341
"46",2014,1091," Alabama"," Marengo",20489,976.88146481,10226,8477,5054,890,22529,2185,236,2344,115,1027,227,4783,4567,998,11100
"47",2014,1093," Alabama"," Marion",30527,742.29145025,14728,12602,5738,1485,20125,5451,278,3053,185,726,821,6416,7269,967,2422
"48",2014,1095," Alabama"," Marshall",94121,565.84129533,40329,34524,18479,3965,20975,14318,814,6370,1179,1985,1078,23316,16277,3467,15972
"49",2014,1097," Alabama"," Mobile",414045,1229.39209709,180277,154400,80412,21143,23009,41121,12903,15343,3126,10892,9940,101244,61821,17752,172036
"50",2014,1099," Alabama"," Monroe",22509,1025.68815918,11308,8390,6496,1673,16274,3229,181,2695,80,973,230,5493,3428,831,10176
"51",2014,1101," Alabama"," Montgomery",228850,784.28638103,102603,89143,48575,9706,25089,22135,7859,4236,1503,7324,7523,55903,34899,12716,143450
"52",2014,1103," Alabama"," Morgan",119744,579.35960857,51333,45856,17858,6363,24222,14785,2707,5657,1147,2474,1799,28134,18687,4524,27469
"53",2014,1105," Alabama"," Perry",10203,719.66338154,4705,3263,3534,569,12988,1901,176,1115,269,472,739,2384,2817,542,7158
"54",2014,1107," Alabama"," Pickens",19629,881.42991024,9462,7741,4929,1306,17310,2901,117,2054,172,781,375,4356,4675,973,8709
"55",2014,1109," Alabama"," Pike",33216,672.10375146,15514,12909,8513,1626,19424,3856,671,3819,182,1176,1946,6580,4891,1465,14221
"56",2014,1111," Alabama"," Randolph",22724,580.54938692,11949,9016,5191,1095,19324,3965,188,3025,380,544,481,5158,4031,883,5629
"57",2014,1113," Alabama"," Russell",56980,641.15491787,25913,21568,12417,3127,19652,6959,1141,4028,486,1767,643,14381,10125,2970,28141
"58",2014,1115," Alabama"," St. Clair",85242,631.90425602,35718,31673,13363,3781,23863,10327,714,9020,540,903,1927,19902,14195,2557,11464
"59",2014,1117," Alabama"," Shelby",201168,784.98627544,82242,74790,17115,6665,33135,11778,6104,7699,819,2125,2710,50158,22792,5152,41935
"60",2014,1119," Alabama"," Sumter",13433,903.88815854,6770,4962,4930,937,14042,1895,597,1847,102,779,666,2792,2801,594,10145
"61",2014,1121," Alabama"," Talladega",81673,736.77696004,37139,31277,18253,5327,19134,11388,630,8885,684,2482,3193,18533,15235,3821,29381
"62",2014,1123," Alabama"," Tallapoosa",41295,716.52023752,22074,16437,8589,1860,21034,5696,763,3644,675,1465,620,9028,7248,1703,12744
"63",2014,1125," Alabama"," Tuscaloosa",198670,1321.66733807,86240,68103,34729,7801,23124,15570,12236,9165,1302,4546,10006,42126,23232,6712,71672
"64",2014,1127," Alabama"," Walker",66211,791.19337126,30772,25571,14997,3616,20580,10522,302,8425,381,1480,960,14761,16309,2512,6713
"65",2014,1129," Alabama"," Washington",17137,1080.20614265,8386,6218,2679,1426,20737,2070,16,2216,74,262,153,4130,3830,362,5942
"66",2014,1131," Alabama"," Wilcox",11367,888.49789113,5626,3843,4513,757,13881,1596,38,1957,50,508,252,2934,1924,373,8285
"67",2014,1133," Alabama"," Winston",24256,612.98136379,13428,9526,5297,1016,19078,4535,110,3600,123,635,402,5165,5944,722,1340
"68",2014,2013," Alaska"," Aleutians East Borough",3296,6981.82642098,770,577,538,59,27122,522,17,47,22,124,1895,374,213,86,2840
"69",2014,2016," Alaska"," Aleutians West Census Area",5650,4390.17139409,1941,1105,481,110,32700,592,236,49,110,176,1717,920,317,109,4017
"70",2014,2020," Alaska"," Anchorage Municipality",298178,1704.8797673,113715,105164,24091,11289,36508,14044,13858,4961,4459,6286,8338,75602,28357,11529,116082
"71",2014,2050," Alaska"," Bethel Census Area",17576,40570.00895954,5919,4441,4070,1297,18875,1833,239,179,1548,2533,355,6308,1699,736,15588
"72",2014,2060," Alaska"," Bristol Bay Borough",995,503.84851689,921,398,71,31,37012,59,21,49,29,39,7,264,127,49,463
"73",2014,2068," Alaska"," Denali Borough",2048,12751.56168123,1809,722,253,33,36828,129,38,159,59,3,430,428,163,13,317
"74",2014,2070," Alaska"," Dillingham Census Area",4956,18568.82217063,2427,1353,890,350,21773,431,49,38,271,512,131,1631,583,167,4079
"75",2014,2090," Alaska"," Fairbanks North Star Borough",99319,7338.61587838,41736,35844,7640,4135,32906,4013,3422,1807,1667,2137,3875,24720,9669,3130,27314
"76",2014,2100," Alaska"," Haines Borough",2557,2320.09523618,1571,1144,194,94,32312,80,43,62,44,87,58,500,362,89,501
"77",2014,2105," Alaska"," Hoonah-Angoon Census Area",2126,6550.74735923,1668,909,318,166,30811,162,30,98,23,249,86,384,388,54,1074
"78",2014,2110," Alaska"," Juneau City and Borough",32200,2702.01161869,13107,12081,2033,1031,38057,1182,1348,1078,623,1024,737,7331,3000,1211,10802
"79",2014,2122," Alaska"," Kenai Peninsula Borough",56687,16075.15301278,30638,21559,5138,2676,31611,2599,893,1671,855,1233,1825,13262,8122,1821,10168
"80",2014,2130," Alaska"," Ketchikan Gateway Borough",13676,4858.43267033,6199,5305,1540,620,31494,664,924,226,176,654,325,3185,1636,444,4725
"81",2014,2150," Alaska"," Kodiak Island Borough",13924,6549.72264065,5297,4560,1557,385,29993,762,413,473,406,254,395,3839,1591,641,6718
"82",2014,2164," Alaska"," Lake and Peninsula Borough",1490,23413.7623336,1497,510,266,86,21581,124,2,25,60,254,24,498,233,91,1178
"83",2014,2170," Alaska"," Matanuska-Susitna Borough",93843,24608.21597505,41364,31104,9375,4558,30013,4439,812,1437,1790,989,1666,26297,10539,2848,17399
"84",2014,2180," Alaska"," Nome Census Area",9792,22961.70534478,4008,2839,2635,778,19651,819,182,87,777,1565,292,3350,1021,630,8171
"85",2014,2185," Alaska"," North Slope Borough",9618,88695.54986708,2517,1977,961,623,50267,808,265,22,529,881,3032,2394,868,423,6521
"86",2014,2188," Alaska"," Northwest Arctic Borough",7672,35767.79250257,2700,1886,1735,803,21543,823,145,48,734,1212,217,2705,747,358,6778
"87",2014,2195," Alaska"," Petersburg Borough",3212,2917.58973177,1761,1367,299,108,36307,104,58,175,23,157,164,649,387,91,936
"88",2014,2198," Alaska"," Prince of Wales-Hyder Census Area",6356,5262.01747237,3344,2377,983,436,24709,380,104,483,176,361,99,1574,953,276,3421
"89",2014,2220," Alaska"," Sitka City and Borough",8957,2870.39197077,4105,3513,705,224,33920,492,175,416,107,456,334,2060,897,313,3270
"90",2014,2230," Alaska"," Skagway Municipality",996,452.32256174,636,387,45,38,40986,24,26,56,15,26,142,195,57,31,230
"91",2014,2240," Alaska"," Southeast Fairbanks Census Area",7044,24768.5224401,3904,2156,948,275,30402,360,66,235,191,161,465,1901,1008,156,1585
"92",2014,2261," Alaska"," Valdez-Cordova Census Area",9685,34239.9315702,6113,3225,933,472,32610,547,451,795,161,203,304,2389,1028,365,2865
"93",2014,2270," Alaska"," Wade Hampton Census Area",7778,17081.26968976,2192,1690,2556,806,11257,817,24,31,900,1394,29,3186,763,385,7467
"94",2014,2275," Alaska"," Wrangell City and Borough",2383,2541.47645383,1515,1163,235,67,30671,204,79,216,15,136,50,394,595,90,686
"95",2014,2282," Alaska"," Yakutat City and Borough",635,7649.32247596,409,265,30,33,33475,35,15,31,15,26,61,143,45,39,398
"96",2014,2290," Alaska"," Yukon-Koyukuk Census Area",5651,145504.82570377,4037,2057,1346,514,20149,652,13,110,306,1016,54,1607,934,300,4423
"97",2014,4001," Arizona"," Apache",72142,11197.51663438,32614,19046,25330,4653,12828,10347,258,7193,2927,2122,1455,21822,10633,2360,58016
"98",2014,4003," Arizona"," Cochise",130807,6165.6559928,59802,48846,21165,4657,23551,12158,4514,13386,1473,2911,10258,29800,20341,4576,55887
"99",2014,4005," Arizona"," Coconino",135817,18618.69638412,63890,46391,30222,6871,23459,9710,5688,9304,3579,2974,9410,30669,15014,4988,61407
"100",2014,4007," Arizona"," Gila",53242,4757.93881668,32925,20824,11705,2495,20856,6297,556,7493,784,1652,1052,11035,10139,1504,19039
"101",2014,4009," Arizona"," Graham",37311,4622.53196148,13096,10975,7158,1809,17687,3323,316,3260,687,645,4301,10428,4576,1259,17909
"102",2014,4011," Arizona"," Greenlee",8800,1843.12421156,4395,3446,1265,326,22334,829,94,1117,298,139,77,2518,1176,401,4637
"103",2014,4012," Arizona"," La Paz",20348,4499.63351533,16113,9707,3706,896,21772,3610,221,6253,625,689,284,3557,3595,566,7952
"104",2014,4013," Arizona"," Maricopa",3947382,9199.41637967,1657753,1424244,666748,171827,27477,341720,240501,84361,62213,97077,50032,1011479,399455,149665,1666248
"105",2014,4015," Arizona"," Mohave",202482,13311.1466392,111581,80529,38836,11227,20709,23909,4746,29814,2491,4284,6780,39674,37390,5871,43129
"106",2014,4017," Arizona"," Navajo",107489,9950.42931809,57214,34018,32138,7947,16355,12628,962,13585,3204,3182,2493,30838,18717,4134,61260
"107",2014,4019," Arizona"," Pima",993144,9187.03657726,444564,386155,184229,50497,25524,81894,61796,46475,15200,33045,26358,221970,133694,36132,455418
"108",2014,4021," Arizona"," Pinal",390160,5365.6602743,162412,126128,61397,17681,20983,39027,3310,31522,4506,5535,24084,99708,46667,12608,163322
"109",2014,4023," Arizona"," Santa Cruz",47250,1236.91360077,18075,15514,11452,2352,17901,7802,1116,922,872,992,308,13853,4501,1958,39824
"110",2014,4025," Arizona"," Yavapai",213689,8123.55093391,111291,91508,33813,9943,25068,16146,3657,23229,2812,4649,3470,38839,38596,5611,39733
"111",2014,4027," Arizona"," Yuma",201453,5513.99664493,88823,69915,40145,10886,18887,34992,4732,26069,4825,4133,7505,54302,22597,8360,132882
"112",2014,5001," Arkansas"," Arkansas",18861,988.80087487,9429,7787,3277,707,23237,2185,284,1560,39,602,287,4416,3773,595,5572
"113",2014,5003," Arkansas"," Ashley",21437,925.34821351,10117,8518,4205,1111,19739,2226,154,2408,136,512,219,5100,4541,912,6864
"114",2014,5005," Arkansas"," Baxter",41154,554.28317132,22606,18237,6019,1488,21693,4081,577,3578,213,821,549,7411,9211,1336,1877
"115",2014,5007," Arkansas"," Benton",232611,847.38784403,95117,83191,26903,5553,27522,20359,5558,5466,2347,2598,2687,63741,21871,6493,57065
"116",2014,5009," Arkansas"," Boone",37169,590.3307749,16884,14855,6177,1549,21348,3893,384,2299,390,902,511,8505,7577,1258,2002
"117",2014,5011," Arkansas"," Bradley",11316,649.23609256,5843,4720,3289,340,20243,1589,197,1119,297,424,231,2634,2294,506,4832
"118",2014,5013," Arkansas"," Calhoun",5266,628.55840961,2892,2062,860,190,19755,681,13,654,0,131,116,977,1453,187,1411
"119",2014,5015," Arkansas"," Carroll",27626,629.9793109,13560,11069,4877,919,20604,3232,138,2069,296,580,283,6167,4831,763,4883
"120",2014,5017," Arkansas"," Chicot",11489,644.30982333,5402,4495,3490,508,19311,1824,183,1015,161,687,732,2652,2689,617,6934
"121",2014,5019," Arkansas"," Clark",22800,866.07386188,10393,8467,4735,1100,18709,1937,615,2283,90,474,2888,4491,4144,896,6881
"122",2014,5021," Arkansas"," Clay",15577,639.44762888,8024,6729,3145,801,18434,2519,158,816,140,350,129,3315,3715,729,578
"123",2014,5023," Arkansas"," Cleburne",25793,553.69046769,15842,10292,4039,1307,24297,2911,174,3441,175,324,372,5125,4921,756,1212
"124",2014,5025," Arkansas"," Cleveland",8597,597.78321494,4066,3270,1588,384,21666,882,61,1168,30,124,77,2073,1900,299,1285
"125",2014,5027," Arkansas"," Columbia",24400,766.05610518,11573,9509,6123,1069,19893,2409,851,2014,202,746,1567,5368,4738,1154,9945
"126",2014,5029," Arkansas"," Conway",21175,552.25657792,9732,8370,4737,803,21742,2156,101,1608,285,523,306,4956,3921,967,3799
"127",2014,5031," Arkansas"," Craighead",99835,707.22056582,41919,38081,20646,3983,23244,8470,3442,2988,833,2556,3495,24871,14853,4770,21114
"128",2014,5033," Arkansas"," Crawford",61825,591.19404414,26333,23490,11525,2370,20104,6312,617,3460,826,991,575,15869,10613,2431,8543
"129",2014,5035," Arkansas"," Crittenden",50172,609.85975192,21541,18253,12834,2869,19732,6113,859,1776,908,2102,715,14194,8066,3422,27759
"130",2014,5037," Arkansas"," Cross",17595,616.38036064,7870,6882,3355,707,18919,2555,51,1397,72,562,243,4344,3652,704,4600
"131",2014,5039," Arkansas"," Dallas",7954,667.3861692,4300,3322,1088,242,18261,877,124,700,20,455,475,1888,1759,217,3668
"132",2014,5041," Arkansas"," Desha",12602,768.14536837,6265,5166,3882,833,19300,1859,67,784,100,631,102,3251,2348,594,6741
"133",2014,5043," Arkansas"," Drew",18705,828.38442286,8456,7344,5151,1235,17433,2010,585,2202,193,442,947,4250,3500,714,6127
"134",2014,5045," Arkansas"," Faulkner",117804,647.88769967,48050,42964,17053,4126,24703,7307,5438,6605,761,2169,4775,28479,14432,4164,21447
"135",2014,5047," Arkansas"," Franklin",17960,608.85781683,8023,6783,3512,877,20021,2036,44,1241,102,303,395,4271,3097,546,1241
"136",2014,5049," Arkansas"," Fulton",12218,618.19318442,6776,5312,2455,439,19216,1391,68,1386,167,231,185,2475,2973,322,486
"137",2014,5051," Arkansas"," Garland",96804,677.80180542,50552,39876,20875,4336,23514,9012,3088,7876,1111,2861,2124,20225,18364,3718,16107
"138",2014,5053," Arkansas"," Grant",18014,631.81097416,7803,6798,1987,816,22065,1756,88,2008,94,209,161,4282,3261,510,1190
"139",2014,5055," Arkansas"," Greene",42970,577.7130855,18181,16610,7516,1855,20188,4591,471,2192,186,674,628,10723,8106,1456,2223
"140",2014,5057," Arkansas"," Hempstead",22419,727.51980974,10418,8115,5812,967,17866,2881,228,1910,239,576,336,5888,4486,1018,9858
"141",2014,5059," Arkansas"," Hot Spring",33277,615.20885418,14298,12027,4543,1187,19819,3610,141,3016,144,634,1737,7372,7329,1173,5541
"142",2014,5061," Arkansas"," Howard",13685,588.55328139,6225,5085,2826,600,20341,2008,121,1006,157,403,197,3618,2399,703,4579
"143",2014,5063," Arkansas"," Independence",36861,763.9533628,16205,14405,8258,1314,20222,4468,430,3367,373,775,1015,8887,6354,1410,3889
"144",2014,5065," Arkansas"," Izard",13522,580.57595035,7216,5656,2391,527,18650,1880,45,1385,141,270,775,2551,2937,305,758
"145",2014,5067," Arkansas"," Jackson",17746,633.93710506,7613,6402,3821,514,15860,2916,123,850,151,557,3253,3626,3154,621,3907
"146",2014,5069," Arkansas"," Jefferson",74655,870.74514281,33126,28488,16861,4142,19847,7723,2067,3714,419,2082,5756,17500,12854,3733,44208
"147",2014,5071," Arkansas"," Johnson",25791,659.80593983,11329,10023,5320,751,18993,3665,212,1901,362,581,645,6298,4399,843,4594
"148",2014,5073," Arkansas"," Lafayette",7391,528.26806606,4335,2827,1874,438,17707,1145,9,1170,17,302,137,1599,1616,243,2976
"149",2014,5075," Arkansas"," Lawrence",17163,587.61378286,7997,6630,3883,600,17064,2200,246,940,120,373,644,3834,3054,437,630
"150",2014,5077," Arkansas"," Lee",10151,602.62097378,4370,3488,2593,703,13297,2220,78,556,25,688,1413,2009,2034,380,5977
"151",2014,5079," Arkansas"," Lincoln",14113,561.56154422,4867,4195,2771,776,14501,2489,38,1607,146,440,3720,2598,2133,652,4902
"152",2014,5081," Arkansas"," Little River",12852,532.25675069,6441,5241,2058,413,20073,1356,111,1098,54,331,169,2975,2276,529,3376
"153",2014,5083," Arkansas"," Logan",22129,708.12075297,10129,8439,3697,798,20114,2735,75,1536,157,553,591,5136,4680,832,1810
"154",2014,5085," Arkansas"," Lonoke",70118,770.93096806,27937,25572,9166,2421,23339,5788,492,4663,580,1273,614,18923,10779,2565,8913
"155",2014,5087," Arkansas"," Madison",15696,834.25511343,7490,6152,3286,599,19930,2498,113,1604,147,259,86,3729,3066,417,1369
"156",2014,5089," Arkansas"," Marion",16534,597.00844644,9348,6912,3066,609,17429,1939,83,1675,202,341,153,2886,4371,400,806
"157",2014,5091," Arkansas"," Miller",43537,625.5872663,19351,16946,8455,1883,20853,4489,1445,2551,454,1549,1276,10540,7185,1908,13005
"158",2014,5093," Arkansas"," Mississippi",45385,900.57520184,20461,17188,11865,2622,18732,6136,115,2229,536,1642,861,12425,9407,2358,18151
"159",2014,5095," Arkansas"," Monroe",7855,607.13177371,4446,3374,2346,400,17571,1320,104,504,62,601,88,1748,1964,323,3509
"160",2014,5097," Arkansas"," Montgomery",9296,779.8809954,5752,3813,1863,173,18698,1238,38,1824,77,155,136,1854,2880,212,742
"161",2014,5099," Arkansas"," Nevada",8877,617.83649451,4549,3596,2563,472,18254,1086,10,1114,77,379,203,2113,1935,270,3156
"162",2014,5101," Arkansas"," Newton",8131,820.9050221,4661,3346,1644,120,18127,1135,56,769,76,139,61,1642,1782,158,447
"163",2014,5103," Arkansas"," Ouachita",25421,732.78298966,13101,10502,5490,1257,19358,2548,310,1814,174,1064,379,5863,5507,1177,11198
"164",2014,5105," Arkansas"," Perry",10350,551.56908894,4899,3926,1371,300,22534,1209,11,1211,179,195,202,2328,2032,199,730
"165",2014,5107," Arkansas"," Phillips",20847,695.6244216,10131,8291,6999,1675,17848,3332,292,1092,257,1149,208,5735,4811,1526,13543
"166",2014,5109," Arkansas"," Pike",11187,600.61872138,5565,4352,2663,360,18695,1511,42,1433,75,219,204,2681,2977,487,1369
"167",2014,5111," Arkansas"," Poinsett",24359,758.38035919,10929,9314,5898,1199,17111,3991,138,1316,436,760,384,5821,4923,975,2866
"168",2014,5113," Arkansas"," Polk",20454,857.679504,10038,7994,4475,687,19412,2083,248,1916,317,386,141,4824,4951,795,2217
"169",2014,5115," Arkansas"," Pope",62687,812.55144046,25725,22776,11224,2312,20465,6800,1024,3252,690,1206,3164,14412,10056,1929,8897
"170",2014,5117," Arkansas"," Prairie",8475,647.91482874,4502,3776,1684,206,18977,1261,36,1099,95,230,132,1787,2016,323,1227
"171",2014,5119," Arkansas"," Pulaski",388752,759.54313315,178659,153323,64811,15751,27506,26591,26112,10388,2340,10918,6248,92890,50250,16397,176531
"172",2014,5121," Arkansas"," Randolph",17794,652.23268193,8518,7293,3793,437,19528,2263,54,1076,121,595,378,4071,3342,651,795
"173",2014,5123," Arkansas"," St. Francis",27642,634.79465575,10915,9351,6589,1382,16076,4275,256,1743,288,1095,3802,6413,4897,1256,16117
"174",2014,5125," Arkansas"," Saline",111811,723.60261346,45922,41702,9968,3392,26179,8638,1594,8198,617,1631,1504,26877,19525,3653,13645
"175",2014,5127," Arkansas"," Scott",11024,892.31900671,5184,4125,2111,462,18526,1765,86,913,169,287,85,2714,2252,386,1698
"176",2014,5129," Arkansas"," Searcy",8036,666.09431168,4902,3179,1854,202,17590,1213,94,926,57,202,92,1682,1866,124,449
"177",2014,5131," Arkansas"," Sebastian",126801,531.87453713,55434,49424,28103,4018,23768,14634,4791,2134,1275,3563,1706,31585,21732,5035,35630
"178",2014,5133," Arkansas"," Sevier",17250,565.12671048,6878,5918,3845,908,16266,3392,45,1751,289,319,189,5043,2403,588,6950
"179",2014,5135," Arkansas"," Sharp",17117,604.43859063,9830,7053,3918,669,16906,2278,151,1505,227,443,226,3628,3330,470,947
"180",2014,5137," Arkansas"," Stone",12531,606.40385213,6742,5267,3322,299,19985,1827,99,1560,173,309,149,2589,2846,232,353
"181",2014,5139," Arkansas"," Union",40954,1039.21727943,19630,16689,8587,1909,21911,4782,292,4691,682,1021,575,9740,8269,1915,15702
"182",2014,5141," Arkansas"," Van Buren",17090,709.75843705,10345,7077,4426,872,18727,2336,355,2239,199,363,217,3443,3733,658,1060
"183",2014,5143," Arkansas"," Washington",212238,942.00016185,88722,80457,42261,7666,24018,21680,14189,4822,3536,4709,7509,53850,22613,7926,57880
"184",2014,5145," Arkansas"," White",78275,1035.06917753,32825,29447,13489,2461,22132,8566,1714,6329,721,1591,3735,18579,12890,2601,8642
"185",2014,5147," Arkansas"," Woodruff",7094,586.76814187,3889,3055,1818,359,17295,1466,76,573,68,430,138,1587,1661,359,2166
"186",2014,5149," Arkansas"," Yell",21934,929.99076534,9741,7825,4299,761,18170,3660,174,1400,373,431,343,5611,4394,730,4744
"187",2014,6001," California"," Alameda",1559308,739.09223892,587071,551734,197191,79503,36439,141489,123013,7168,33483,56983,32814,342075,142784,46739,1039933
"188",2014,6003," California"," Alpine",1202,738.32090316,1821,377,179,32,24375,72,502,38,8,7,29,235,259,32,372
"189",2014,6005," California"," Amador",37159,594.57684478,18157,13939,4277,2342,27373,3344,489,1213,182,532,4206,5979,5986,912,7463
"190",2014,6007," California"," Butte",221578,1636.46345389,96700,85215,46643,13323,24430,17084,7094,12203,2580,6091,5475,45530,37708,7569,57069
"191",2014,6009," California"," Calaveras",44921,1020.01191267,28006,18608,5352,2191,29296,2524,406,2032,336,772,571,8398,8280,949,7687
"192",2014,6011," California"," Colusa",21424,1150.72798455,7891,6912,3068,1239,22211,4151,351,621,537,380,288,6169,2628,837,13240
"193",2014,6013," California"," Contra Costa",1081232,722.74225305,403449,380183,114171,54315,38770,80627,48802,6387,16909,22252,10686,260195,112307,31414,577717
